"anio","municipio_id","municipio_nombre","region_sanitaria","establecimiento_nombre","dependencia","establecimiento_especialidad","cantidad_camas_criticas"
2010,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Unidad coronaria",4
2010,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Terapia intensiva neonatología",6
2010,60224,"Chivilcoy","X","Hospital Municipal de Chivilcoy","Municipal","Terapia intensiva",5
2010,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva",5
2010,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva neonatología",8
2010,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Terapia intensiva neonatología",12
2010,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva",10
2010,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva neonatología",23
2010,60532,"Mercedes","X","Hospital Zonal General de Agudos Blas Dubarry","Provincial","Terapia intensiva",6
2010,60056,"Bahía Blanca","I","Hospital Municipal de Agudos Dr. Leónidas Lucero","Municipal","Terapia intensiva",11
2010,60602,"Patagones","I","Hospital Municipal de Agudos Dr. Pedro Ecay","Municipal","Terapia intensiva",4
2010,60196,"Coronel Pringles","I","Hospital Municipal Dr. Cabrera","Municipal","Terapia intensiva",4
2010,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Terapia intensiva",7
2010,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Unidad coronaria",7
2010,60861,"Vicente López","V","Instituto Maternidad Santa Rosa","Municipal","Terapia intensiva neonatología",20
2010,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Terapia intensiva neonatología",7
2010,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Cuidados intensivos",5
2010,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Cuidados especiales",15
2010,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Terapia intensiva",6
2010,60084,"Benito Juárez","IX","Ente Descent. Hospital Dr. A. Saintout","Municipal","Terapia intensiva",5
2010,60105,"Bolívar","IX","Hospital Subzonal General Dr. M. A. Capredoni","Municipal","Terapia intensiva",6
2010,60322,"General La Madrid","IX","Hospital Municipal M. Etchegaray","Municipal","Terapia intensiva",4
2010,60448,"Laprida","IX","Hospital Dr. Pedro S. Sancholuz","Municipal","Terapia intensiva",5
2010,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva",7
2010,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Unidad coronaria",5
2010,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva infantil",7
2010,60672,"Rauch","IX","Hospital Municipal General E. Díaz Vélez","Municipal","Terapia intensiva",4
2010,60203,"Coronel Suárez","I","Hospital Municipal de Cnel. Suárez","Municipal","Terapia intensiva",6
2010,60651,"Puán","I","Hospital Municipal Gobernador Ugarte","Municipal","Terapia intensiva",4
2010,60700,"Saavedra","I","Hospital y Maternidad Municipal O. F. Ducos","Municipal","Terapia intensiva",4
2010,60833,"Tres Arroyos","I","Hospital Ignacio Pirovano","Municipal","Terapia intensiva",5
2010,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva",10
2010,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva infantil",11
2010,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva neonatología",9
2010,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Unidad coronaria",10
2010,60371,"General San Martín","V","Hospital Zonal General de Ag. General M. Belgrano","Provincial","Terapia intensiva",4
2010,60568,"Morón","VII","Hospital Municipal O. B. de Lavignolle","Municipal","Terapia intensiva",6
2010,60568,"Morón","VII","Hospital Municipal O. B. de Lavignolle","Municipal","Terapia intensiva neonatología",9
2010,60568,"Morón","VII","Hospital Interzonal General de Ag. Prof. Dr. L. Güemes","Provincial","Terapia intensiva",9
2010,60568,"Morón","VII","Hospital Interzonal General de Ag. Prof. Dr. L. Güemes","Provincial","Unidad coronaria",1
2010,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Cuidados especiales infantiles",9
2010,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva",10
2010,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva infantil",16
2010,60693,"Roque Pérez","X","Hospital MunicipalDr. R. Carrillo","Municipal","Cuidados especiales",2
2010,60441,"La Plata","XI","Hospital Zonal General de Ag. San Roque","Provincial","Unidad de cuidados intensivos polivalente",12
2010,60441,"La Plata","XI","Hospital Interzonal Esp. de Ag. y Crón. Dr. A. Korn","Provincial","Terapia intensiva",6
2010,60441,"La Plata","XI","Hospital Interzonal General de Ag. Prof. Dr. Rodolfo Rossi","Provincial","Terapia intensiva",6
2010,60441,"La Plata","XI","Hospital Interzonal General de Ag. Prof. Dr. Rodolfo Rossi","Provincial","Unidad coronaria",7
2010,60441,"La Plata","XI","Hospital Zonal Esp. Dr. Noel H. Sbarra","Provincial","Cuidados especiales infantiles",18
2010,60441,"La Plata","XI","Hospital Interzonal de Ag. Esp. en Pediatría Sor María Ludovica","Provincial","Terapia intensiva infantil",20
2010,60441,"La Plata","XI","Hospital Interzonal de Ag. Esp. en Pediatría Sor María Ludovica","Provincial","Quemados infantil",3
2010,60441,"La Plata","XI","Hospital Interzonal de Ag. y Crón. San Juan de Dios","Provincial","Terapia intensiva",6
2010,60441,"La Plata","XI","Hospital Interzonal de Ag. y Crón. San Juan de Dios","Provincial","Unidad coronaria",11
2010,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Terapia intensiva",13
2010,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Quemado",10
2010,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Unidad coronaria",7
2010,60147,"Carlos Casares","II","Hospital Municipal Dr. Julio F. Ramos","Municipal","Terapia intensiva",5
2010,60588,"9 de Julio","II","Hospital Zonal General de Ag. Julio de Vedia","Provincial","Terapia intensiva",3
2010,60826,"Trenque Lauquen","II","Hospital Municipal Dr. Pedro T. Orellana","Municipal","Terapia intensiva",12
2010,60847,"Tres Lomas","II","Hospital Municipal Dr. Domingo V. Girotti","Municipal","Terapia intensiva",1
2010,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Cuidados especiales infantiles",20
2010,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva",8
2010,60412,"José C. Paz","V","Hospital Zonal de Ag. Gob. Domingo Mercante","Provincial","Terapia intensiva",8
2010,60749,"San Fernando","V","Hospital Zonal General de Ag. Petrona V. de Cordero","Provincial","Terapia intensiva",13
2010,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva",5
2010,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva infantil",8
2010,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva neonatología",8
2010,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia","Provincial","Terapia intensiva",8
2010,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia","Provincial","Terapia intensiva neonatología",7
2010,60035,"Avellaneda","VI","Hospital Municipal Dr. Eduardo Wilde","Municipal","Terapia intensiva",6
2010,60035,"Avellaneda","VI","Hospital Subzonal Maternidad Infantil Ana Goittia","Provincial","Terapia intensiva neonatología",5
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Terapia intensiva",12
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Unidad coronaria",6
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Cuidados intensivos",12
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva",10
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva neonatología",4
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Unidad coronaria",6
2010,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva infantil",4
2010,60091,"Berazategui","VI","Hospital Zonal General de Ag. Evita Pueblo","Provincial","Terapia intensiva",8
2010,60091,"Berazategui","VI","Hospital Zonal General de Ag. Evita Pueblo","Provincial","Terapia intensiva neonatología",25
2010,60260,"Esteban Echeverría","VI","Policlínico S. T. Santamarina","Municipal","Terapia intensiva",8
2010,60260,"Esteban Echeverría","VI","Policlínico S. T. Santamarina","Municipal","Terapia intensiva neonatología",7
2010,60270,"Ezeiza","VI","Hospital Zonal General de Ag. Madre Teresa de Calcuta","Provincial","Terapia intensiva",9
2010,60270,"Ezeiza","VI","Hospital Zonal General de Ag. Madre Teresa de Calcuta","Provincial","Terapia intensiva neonatología",9
2010,60274,"Florencio Varela","VI","Hospital Zonal General de Ag. Mi Pueblo","Provincial","Terapia intensiva",6
2010,60274,"Florencio Varela","VI","Hospital Zonal General de Ag. Mi Pueblo","Provincial","Terapia intensiva neonatología",20
2010,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Admisión paciente crítico",9
2010,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Terapia intensiva",16
2010,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Terapia intensiva infantil",16
2010,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Unidad coronaria",17
2010,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Terapia intensiva",4
2010,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Unidad coronaria",3
2010,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Terapia intensiva neonatología",4
2010,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Terapia intensiva",9
2010,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Unidad coronaria",8
2010,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Cuidados intensivos pediátricos",4
2010,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Terapia intensiva neonatología",8
2010,60490,"Lomas de Zamora","VI","Hospital Maternidad Infantil Dr. Oscar E. Alende","Municipal","Terapia intensiva infantil",3
2010,60490,"Lomas de Zamora","VI","Hospital Maternidad Infantil Dr. Oscar E. Alende","Municipal","Terapia intensiva neonatología",6
2010,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Terapia intensiva",8
2010,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Unidad coronaria",5
2010,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Terapia intensiva neonatología",14
2010,60658,"Quilmes","VI","Hospital Subzonal Esp. Maternidad Infantil Dr. Eduardo Oller","Municipal","Terapia intensiva neonatología",10
2010,60658,"Quilmes","VI","Hospital Zonal General de Ag. Dr. I. Iriarte","Provincial","Terapia intensiva",10
2010,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva neonatología",43
2010,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Unidad coronaria",9
2010,60658,"Quilmes","VI","Hospital Zonal General de Ag. Dr. I. Iriarte","Provincial","Terapia intensiva neonatología",13
2010,60042,"Ayacucho","VIII","Hospital Local Municipal Dr. Pedro Solanet","Municipal","Terapia intensiva",5
2010,60063,"Balcarce","VIII","Hospital Subzonal Municipal de Balcarce","Municipal","Terapia intensiva",7
2010,60280,"General Alvarado","VIII","Hospital Municipal Dr. Mariano Cassano","Municipal","Terapia intensiva",4
2010,60315,"General Juan Madariaga","VIII","Hospital Municipal Ana R. S. de Martínez Guerrero","Municipal","Terapia intensiva",2
2010,60357,"General Pueyrredón","VIII","Hospital Interzonal Esp. Maternidad Infantil Don V. Tetamanti","Provincial","Terapia intensiva infantil",8
2010,60357,"General Pueyrredón","VIII","Hospital Interzonal Esp. Maternidad Infantil Don V. Tetamanti","Provincial","Terapia intensiva neonatología",15
2010,60357,"General Pueyrredón","VIII","Hospital Interzonal General de Ag. Dr. O. Alende","Provincial","Terapia intensiva",18
2010,60357,"General Pueyrredón","VIII","Hospital Interzonal General de Ag. Dr. O. Alende","Provincial","Unidad coronaria",8
2010,60420,"La Costa","VIII","Hospital Municipal Carlos F. Macías","Municipal","Cuidados especiales",2
2010,60420,"La Costa","VIII","Hospital Municipal Carlos F. Macías","Municipal","Terapia intensiva",5
2010,60420,"La Costa","VIII","Unidad Municipal Roberto L. Dios","Municipal","Terapia intensiva",2
2010,60476,"Lobería","VIII","Hospital Municipal Gaspar Campos","Municipal","Terapia intensiva",4
2010,60511,"Maipú","VIII","Hospital Subzonal de Maipú","Municipal","Terapia intensiva",4
2010,60581,"Necochea","VIII","Hospital Municipal Dr. Emilio Ferreyra","Municipal","Terapia intensiva",6
2010,60742,"San Cayetano","VIII","Hospital Municipal Alberto Menditeguy","Municipal","Terapia intensiva",4
2010,60791,"Tandil","VIII","Hospital Municipal Ramón Santamarina","Municipal","Terapia intensiva",6
2010,60868,"Villa Gesell","VIII","Hospital Municipal de Ag. Dr. Arturo Illia","Municipal","Terapia intensiva",4
2010,60854,"25 de Mayo","X","Hospital Subzonal Saturnino Unzué","Municipal","Terapia intensiva",8
2010,60547,"Monte","XI","Hospital Zenón Videla Dorna","Provincial","Terapia intensiva",4
2010,60778,"San Vicente","XI","Hospital Subzonal General Dr. R. Carrillo","Municipal","Terapia intensiva",4
2010,60427,"La Matanza","XII","Hospital Maternidad Infantil Dra. T. L. Germani","Municipal","Cuidados especiales",2
2010,60427,"La Matanza","XII","Hospital Municipal de Niños de San Justo","Municipal","Terapia intensiva infantil",6
2010,60427,"La Matanza","XII","Policlínico Central San Justo","Municipal","Cuidados especiales",3
2010,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Terapia intensiva",6
2010,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Unidad coronaria",5
2010,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Terapia intensiva neonatología",9
2010,60427,"La Matanza","XII","Hospital Zonal de Ag. de González Catán Km.32","Provincial","Terapia intensiva",9
2010,60056,"Bahía Blanca","I","Hospital Interzonal General de Ag. Dr. J. Penna","Provincial","Terapia intensiva",8
2010,60056,"Bahía Blanca","I","Hospital Interzonal General de Ag. Dr. J. Penna","Provincial","Terapia intensiva infantil",7
2010,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva infantil",5
2010,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva neonatología",13
2010,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Cuidados especiales infantiles",8
2010,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Terapia intensiva",8
2010,60882,"Zárate","V","Hospital Zonal General de Ag. Virgen del Carmen","Provincial","Terapia intensiva",7
2010,60861,"Vicente López","V","Hospital Zonal del Tórax Dr. Cetrángolo","Provincial","Terapia intensiva",6
2010,60840,"Tres de Febrero","VII","Hospital Zonal General de Ag. Prof. Dr. R. Carrillo","Provincial","Terapia intensiva",7
